レースコード,レース場,レース回,風向,風速,波の高さ,スタンド距離,級別,3連複_結果,全国勝率_Zスコア,当地勝率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
20240611TKY10,13,9,2,2.0,2.0,45.0,2,0,-1.1015651079191042,-0.7260676314853893,-0.8463839884960654,0.370647241162332,-0.5536102382055528
20240611TKY11,13,10,2,3.0,3.0,45.0,2,1,0.0089720204191069,-1.6209217376976626,-0.5976143046671969,0.9231398753607956,0.2318694478800866
20240611TKY12,13,11,2,2.0,2.0,45.0,0,1,1.5691028990539702,0.5842648292268123,0.8769011548023367,-0.7747150493090509,-0.696113576461965
20240611MYJ01,9,0,5,3.0,3.0,40.0,0,1,-1.3689500911902637,1.1794504584495675,-0.7881409374386996,0.0777590967439984,0.5326236412913257
20240611MYJ02,9,1,4,2.0,2.0,40.0,0,0,-1.1714432491115283,-0.1260464783764944,0.9036547824607408,0.871288321578009,0.5083687820523601
20240611MYJ03,9,2,1,3.0,3.0,40.0,0,1,-1.1004062226053644,-1.3730236365176265,0.5326556070466034,0.8617326396650932,-0.8669104580816338
20240611MYJ04,9,3,1,3.0,3.0,40.0,0,0,-0.6283198275733222,0.4189278903526726,1.2891265199848811,-0.6990415524123105,0.0
20240611MYJ05,9,4,1,2.0,2.0,40.0,0,1,1.3218816271362208,1.5813857003863283,-0.899807567453305,-0.183708352652188,-0.5715476066494516
20240611MYJ06,9,5,1,3.0,3.0,40.0,0,1,1.243501236433386,-0.0782909580877888,-0.4821113324604449,0.4074690936306109,-0.3952847075210419
20240611MYJ07,9,6,1,3.0,3.0,40.0,0,1,1.1377222456504603,0.2124916997050921,-1.4865533994267426,-1.1553826715104552,-0.4870881870470366
20240611MYJ08,9,7,1,4.0,4.0,40.0,0,1,0.7213758901415797,-0.1308043236405538,0.4044654664638245,0.5332812135679962,0.0470152448139858
20240611MYJ09,9,8,0,3.0,3.0,40.0,0,1,-0.4799616046073864,0.6166728442268481,-1.2637588181736084,0.0386655704278899,-0.5942283606769402
20240611MYJ10,9,9,1,3.0,3.0,40.0,0,1,-0.9839013954483352,-1.884041162696351,1.260752238839189,1.5468883082645382,-1.6867041548736896
20240611MYJ11,9,10,1,2.0,2.0,40.0,0,1,1.357894499762479,1.3740819152223271,-0.0268595934982153,-0.298162421420778,-0.9187699949495958
20240611MYJ12,9,11,1,3.0,3.0,40.0,0,1,2.017259398504356,1.201793623555286,0.321979393803382,0.4801431969905504,1.2780193008453975
20240611KJM01,5,0,4,3.0,3.0,43.0,1,1,1.861494174017528,1.536986685342571,-0.0857748486310804,-0.879654386834005,0.9778826714699634
20240611KJM02,5,1,4,4.0,3.0,43.0,1,1,1.3861066102046562,1.2945927827277932,0.4333444743204948,-0.506354709435288,-0.5442504302301233
20240611KJM03,5,2,4,3.0,3.0,43.0,1,1,0.0630102346303941,0.8459576126954504,-0.2145965244861759,-1.0740801996276732,-0.4427336025578477
20240611KJM04,5,3,4,3.0,3.0,43.0,2,1,-0.7596823672371512,-0.399065370708731,1.253592702630934,-1.1770891802193555,0.8097763301789163
20240611KJM05,5,4,4,3.0,3.0,43.0,1,1,-0.237044756868884,-0.2056020892812731,-0.6819666504050075,-0.7421786313059773,0.1195228609334367
20240611KJM06,5,5,4,4.0,3.0,43.0,1,1,1.1465053035767114,0.1212068782167001,-1.635085917038133,-0.892243854096792,1.262892050706803
20240611KJM07,5,6,3,2.0,3.0,43.0,2,1,-0.7458241887228917,-0.252317046479757,-1.738096218012379,1.112878859710147,-0.434536249656866
20240611KJM08,5,7,4,3.0,3.0,43.0,1,1,1.2407880861594414,0.5162860538393669,0.4756029227187621,-1.6831320811536818,-0.3430138461325797
20240611KJM09,5,8,3,3.0,3.0,43.0,0,1,0.6481349857302904,0.8756057564457441,0.7274276482052473,-1.0575266232789948,0.2279329939018382
20240611KJM10,5,9,3,2.0,3.0,43.0,0,1,0.6032977038080553,-0.2695188943094669,1.391988142876353,-0.7417299126828572,0.5781216125786133
20240611KJM11,5,10,3,2.0,3.0,43.0,1,1,1.1778579362955648,1.2123317643881266,-0.6472913551268633,1.537906140836235,0.0316291030549917
20240611KJM12,5,11,3,3.0,3.0,43.0,0,1,0.1338340628912018,0.2479707687007402,-0.0156488889022944,0.6938087453845414,0.7967410107710616
20240611SME01,4,0,4,1.0,1.0,45.0,2,1,-0.0493282798855859,0.3420214543837839,-1.2227497075485572,0.5258124800533783,-0.6945906278887464
20240611SME02,4,1,7,0.0,1.0,45.0,2,1,-0.1157454727377964,0.8058139819319069,-0.7459977073179652,0.4676271193848915,-0.2860387767736875
20240611SME03,4,2,4,2.0,1.0,45.0,3,1,-1.450111994185432,-1.910709311987648,-0.1963399154818964,0.6316443332307125,-1.223053234021516
20240611SME04,4,3,4,2.0,1.0,45.0,2,1,-0.0822907312578111,-0.1525126776016445,-0.0432882652337594,-0.1115610634310764,1.4599927901768432
20240611SME05,4,4,7,0.0,1.0,45.0,1,1,0.5510663432168893,0.8717130592945481,0.8844501696707788,-0.2524660333868501,-1.2649295438158363
20240611SME06,4,5,4,1.0,1.0,45.0,2,1,-0.5257073682834389,0.286572916443168,-1.032457538573779,1.1192234541089263,0.2455913591854355
20240611SME07,4,6,4,2.0,1.0,45.0,2,1,0.0566771819700809,0.5522963410695426,-0.3864518672639881,0.6181588980788555,-1.4940357616679545
20240611SME08,4,7,7,0.0,1.0,45.0,2,0,-1.4294676260780104,-1.855670315343935,-1.1083618307605807,-0.4517393879501082,-0.1735525336251523
20240611SME09,4,8,7,0.0,1.0,45.0,1,1,0.7151327168684549,-1.233489824014704,-0.956212828407944,-0.3448668218126066,-0.5796736197002038
20240611SME10,4,9,6,3.0,1.0,45.0,1,1,0.0675391276281904,0.5841337147828227,-0.4744142258506029,-0.670202536486069,-0.982123683216054
20240611SME11,4,10,8,2.0,1.0,45.0,0,1,1.2052067299992872,0.4656815441533727,-1.0706774415890297,1.607084627870186,-0.1381447409988803
20240611SME12,4,11,8,2.0,1.0,45.0,0,1,1.082371344650491,1.2257608234024515,0.26465124607284,1.279839907132739,-0.7233642332556002
20240611MKN01,1,0,4,4.0,4.0,45.0,0,1,0.9640844479041362,0.7161698340518262,-0.3608630121558208,-1.6407513819375923,-0.4999999999999905
20240611MKN02,1,1,3,3.0,3.0,45.0,1,1,0.9520659697432172,0.3826991052426702,-1.3533070745908706,-0.1910905867524779,-1.924870958045824
20240611MKN03,1,2,4,3.0,3.0,45.0,1,1,1.050069779470429,1.1529556623721005,0.0851618979302101,-1.1278394447899622,-0.6359282138812843
20240611MKN04,1,3,0,2.0,2.0,45.0,2,1,0.8095055044280918,0.3718051109787623,-1.1151723067472588,-0.4442255559608623,-0.6593804733957751
20240611MKN05,1,4,0,2.0,2.0,45.0,1,1,0.6955574485334344,1.1280251098514302,-1.1155924263312742,-1.6018525711897729,-1.6137430609197685
20240611MKN06,1,5,1,2.0,2.0,45.0,2,1,-1.136184948787036,0.7044263836925285,-0.8119973308893998,1.0378308080722822,0.081649658092785
20240611MKN07,1,6,1,3.0,3.0,45.0,2,1,0.1115386933541687,0.6028998406194238,0.2651532553313249,0.2056195561722489,-0.1341876977634649
20240611MKN08,1,7,1,3.0,3.0,45.0,2,0,-0.360138979562474,-0.5905501072517945,-0.811448501060711,0.3906002649913909,-0.5458494140949467
20240611MKN09,1,8,1,1.0,1.0,45.0,1,1,1.1041923609351083,1.1359269731401165,-0.6326906585685407,-1.1240497844146071,0.0726241117217768
20240611MKN10,1,9,1,3.0,3.0,45.0,0,1,1.2608143855101923,0.8231100160862774,0.1611047490289869,-1.1753622898212908,-1.0184571183711213
20240611MKN11,1,10,1,3.0,3.0,45.0,1,1,0.1359959167308322,0.5346021518892772,1.368008927499758,0.9896190936170686,0.2439750182371402
20240611MKN12,1,11,1,2.0,2.0,45.0,1,1,0.3264254075315467,0.3546863193329657,-0.27778560883111,-0.7432193525418322,0.9507653770830612
20240611TSU01,17,0,3,3.0,2.0,40.0,1,1,1.7341818416983656,-1.2808762753605258,0.975700500291618,-0.2821419122051828,-1.911176967891086
20240611TSU02,17,1,3,3.0,2.0,40.0,2,1,0.4900007595017658,0.7001133600097844,-0.5090576341079488,0.884933813227674,0.7913873867198512
20240611TSU03,17,2,0,3.0,2.0,40.0,2,1,-0.98668227311157,0.4875661073153484,-0.1853411692436083,-0.9485553709451487,-0.5369495345964104
20240611TSU04,17,3,3,3.0,2.0,40.0,2,1,-1.7387292257525395,0.1321354373399934,-0.457522309496909,-0.5718911237342605,0.0902403594605519
20240611TSU05,17,4,3,3.0,2.0,40.0,0,0,1.7798229172463036,1.176750963570095,0.3561986345990492,0.4137538556161171,-0.9602009246000852
20240611TSU06,17,5,3,3.0,2.0,40.0,2,1,0.2652174287512369,1.1165986558103322,-1.072759558300519,-0.4994855042848284,-0.0292053284725746
20240611TSU07,17,6,3,3.0,2.0,40.0,2,1,-0.0738542094867934,-0.6368771995978364,-1.458285170007058,-0.0546164655617915,-0.1802811694326355
20240611TSU08,17,7,3,3.0,2.0,40.0,2,1,-1.6761097658409916,0.6182162482698327,-0.1104658973683042,-1.2447285464601412,0.701516916582929
20240611TSU09,17,8,3,3.0,2.0,40.0,2,1,-0.8046955486558028,0.7738071176592725,0.8987790331260785,-1.630685478460102,0.2684624220855975
20240611TSU10,17,9,3,3.0,2.0,40.0,1,1,-0.9432007159395404,-0.0256637203872188,-0.0126621744072407,-0.4980301490833519,-0.7882148489133911
20240611TSU11,17,10,0,3.0,2.0,40.0,1,1,-0.2842317362273576,0.5308347594150834,0.9731750765490554,-1.7511580430549454,-0.5175491695067694
20240611TKN01,11,0,8,2.0,1.0,40.0,2,1,0.8141479270753758,1.419397330885445,0.9011868184645584,-0.9571583064584942,0.7774541189098894
20240611TKN02,11,1,8,2.0,1.0,40.0,2,1,-0.54161643571293,-1.3699613298526645,0.9692648975287066,-0.8801804049609364,-1.1226827987756134
20240611TKN03,11,2,0,3.0,1.0,40.0,2,1,-0.2447407395478302,-1.710095762392847,-1.2940079302893128,-1.3335899652186491,0.809344648274088
20240611TKN04,11,3,0,3.0,1.0,40.0,2,0,-1.8184674056000736,-1.9237374371149727,0.2441436018790649,0.87497171227637,1.5267620413811462
20240611TKN05,11,4,0,3.0,1.0,40.0,2,0,-0.0254328404278954,0.8888149959951471,-0.6808323107862184,-0.0410851870761647,1.103439735880691
20240611TKN06,11,5,0,3.0,1.0,40.0,2,1,-0.5570973226200423,-1.8396729678213573,-0.2593312889368381,0.8458858861206052,-0.7868346878790629
20240611TKN07,11,6,0,2.0,1.0,40.0,2,0,-1.4892462731471583,-0.3989250214465568,1.368830220953788,-0.6370915634536838,0.7402332101976199
20240611TKN08,11,7,0,2.0,1.0,40.0,2,1,0.2141248401918491,-0.6363043154605521,0.1931974886787911,1.085226433263106,-0.4617123504668778
20240611TKN09,11,8,0,2.0,1.0,40.0,1,1,0.7814769604341352,0.3608827600238588,-0.3845531521542705,-0.245765827200453,-1.026529805149463
20240611TKN10,11,9,0,3.0,1.0,40.0,2,1,0.0152360806465739,0.84628743419636,0.4673092269390655,0.7833727167014676,-1.0882143751650146
20240611TKN11,11,10,0,3.0,1.0,40.0,0,1,0.4745425575393978,1.166240516377356,-1.1236113688217564,0.2084730356347352,1.3970013970020898
20240611TKN12,11,11,0,3.0,1.0,40.0,0,1,1.6111525378334617,0.3965631424705133,0.7542464651738557,-0.0713882571698045,-0.1652949012268032
20240611GMG01,22,0,1,6.0,2.0,41.3,0,1,1.297309511290621,1.7726239156085892,-1.0394118117112956,-0.1899562049599538,0.0
20240611GMG02,22,1,1,4.0,2.0,41.3,0,0,-0.7295412215555054,-1.9788961406708143,0.2414357877946771,-0.3352971787792873,-0.8065591326174305
20240611GMG03,22,2,1,4.0,2.0,41.3,0,1,0.4679096001787006,-1.2321888902349194,0.98610461485126,0.0165741542694176,-1.5513435037626797
20240611GMG04,22,3,3,2.0,1.0,41.3,0,1,-0.3349558863407666,-0.5727835628744868,-1.2563759376621737,0.9145133574639712,-1.8646746349571848
20240611GMG05,22,4,1,4.0,2.0,41.3,0,0,-0.9439881085558762,-0.8226616810290313,0.489458458820836,-1.5996255815897864,0.1286712531637645
20240611GMG06,22,5,3,3.0,1.0,41.3,0,1,-0.4854220864478857,-0.1097360217242694,0.7720050710085825,-0.2533716751958288,-1.4021481439119476
20240611GMG07,22,6,3,2.0,1.0,41.3,0,1,-0.2909636365144566,-0.938529103158022,1.514363147298111,1.7556282390736109,-0.6725927091345405
20240611GMG08,22,7,3,3.0,1.0,41.3,0,1,-0.6920377784340558,0.7273614352168293,-0.7555789597724049,-0.5474043109661623,0.3962969619506108
20240611GMG09,22,8,3,2.0,1.0,41.3,0,1,0.5669773329351253,0.1882967117071668,-0.0501800600598572,0.2500534169017174,-0.4034357652299382
20240611GMG10,22,9,3,3.0,1.0,41.3,0,1,0.3933331261056375,0.3353304633398186,1.967205576236587,1.1417735151327326,-1.1809742331947897
20240611GMG11,22,10,3,2.0,1.0,41.3,0,1,1.1539543602588775,1.2205683481074905,-0.7614744630019687,-0.6890468877905136,-0.2376913442707705
20240611GMG12,22,11,3,3.0,1.0,41.3,0,1,1.9794482440687504,0.9738167748901438,-0.8298209193657932,0.0448993530401504,-1.1734064839970504
20240611HMN01,18,0,3,4.0,2.0,42.7,2,1,0.6960407142852566,-1.5077147894521703,-1.1367314074164183,-1.4241846822708786,-1.571865208571683
20240611HMN02,18,1,3,4.0,2.0,42.7,2,1,-0.3153855809325399,0.25949358281413,-0.6138286903639133,0.4397734397076898,-1.2230532340215383
20240611HMN03,18,2,0,4.0,2.0,42.7,2,1,-0.9678909003872794,-1.0953470489197692,1.46771793161171,1.6867118547714846,-0.6665352131177832
20240611HMN04,18,3,0,4.0,2.0,42.7,0,1,1.9074885298096709,1.6819719304225584,0.8990024680057161,0.5860438168609634,-0.7774541189099177
20240611HMN05,18,4,0,5.0,2.0,42.7,2,0,-0.4000944278807972,-1.8230640094489132,-1.2944398693566612,0.2747979564801237,-0.0391030943502946
20240611HMN06,18,5,0,6.0,3.0,42.7,1,1,0.304187910505405,0.6221770934943035,0.2885659022219068,-1.0582253703805384,-0.6795208855360794
20240611HMN07,18,6,0,5.0,2.0,42.7,1,1,0.6545582392961422,0.3590575006469843,1.1963561872672708,-0.0170956823184438,-1.3302660798266115
20240611HMN08,18,7,0,6.0,3.0,42.7,1,1,1.2015103236533995,1.2489230432856755,-0.1633687607653464,-0.87064349220884,-0.7715167498104535
20240611HMN09,18,8,0,6.0,3.0,42.7,1,0,-1.231971494404743,-0.0712278897316796,-0.8443604668482636,0.5790628555179794,0.9198528353185956
20240611HMN10,18,9,0,4.0,2.0,42.7,1,1,1.5106789600899635,0.768054161466229,1.7092881535521625,-0.755294255617003,-0.858756733215899
20240611HMN11,18,10,0,5.0,2.0,42.7,0,1,0.3753267384877007,0.3653698751006543,-0.0223661692108864,0.4214332846271713,-0.478663833763046
20240611HMN12,18,11,0,3.0,1.0,42.7,0,1,1.2883415673015275,0.8402448037005433,0.6756048366727652,0.6424170027147831,-1.5530324515703997
20240611TDA01,14,0,4,4.0,3.0,37.0,2,1,-0.2945987737933437,0.3245561295418895,-0.6708590796379066,1.8892315354690647,-0.9821465634751992
20240611TDA02,14,1,4,2.0,1.0,37.0,2,1,-0.3959813813931604,-0.0203792374267448,0.6277313845255948,-0.2278375653648353,-0.6225728063646884
20240611TDA03,14,2,6,4.0,3.0,37.0,2,0,-0.0949250146308124,0.0318930222351789,0.2415605205138826,1.0664729638016146,1.791094651358574
20240611TDA04,14,3,8,4.0,4.0,37.0,1,1,0.53118333615629,-0.1785828827423378,-0.0991048116773557,-0.2994440116362948,-1.491735474296539
20240611TDA05,14,4,8,3.0,3.0,37.0,1,1,-0.1188128595550728,0.598469373181113,0.8602224471974536,-0.3898977912078278,-1.643439337834803
20240611TDA06,14,5,8,4.0,4.0,37.0,1,0,0.1993220571816152,0.6049608271923989,0.8594375303502552,-1.5481597206820628,-1.6327282734011674
20240611TDA07,14,6,6,5.0,4.0,37.0,1,1,1.1796409282227094,1.6120311730843946,0.5098506846435372,-0.8490792310479854,-1.0972602697183904
20240611TDA08,14,7,6,3.0,2.0,37.0,2,1,-0.6218921354312069,-0.3251910931497389,-0.7842373608528197,1.093823347994985,-0.1927179396712209
20240611TDA09,14,8,5,1.0,1.0,37.0,1,0,0.1395393872004985,0.4671418697096914,-0.6442732513533546,0.5382490974130325,-0.3640069986282886
20240611TDA10,14,9,4,2.0,1.0,37.0,0,1,1.5410079610192216,0.8017786223725828,-0.0169333985735803,1.133719354958966,-0.3194382824999778
20240611TDA11,14,10,5,2.0,1.0,37.0,0,1,0.4299603870480432,1.2997369943491073,1.6467366805135306,-1.2158245187339998,-1.0276353841507404
20240611TDA12,14,11,4,3.0,2.0,37.0,2,1,-1.3715087697748116,-0.5875974138178337,-0.153144841097864,0.8528757595582804,-0.8964768514984244
20240611KRY01,15,0,5,2.0,1.0,47.0,2,1,0.3371166848260734,0.0364346431357349,0.2874976276265073,0.7030568245629721,-1.5965649400644806
20240611KRY02,15,1,5,3.0,2.0,47.0,2,1,-0.7399347694710108,-0.3125371922038756,0.0707621297898933,0.7196913247907634,1.1808426817082245
20240611KRY03,15,2,4,3.0,2.0,47.0,2,1,-0.3294141637196517,-1.1513887962722156,0.6920040990819162,0.8518773061624678,-0.4612656040144324
20240611KRY04,15,3,5,4.0,3.0,47.0,2,1,-0.4061960061994766,-0.0425995452540553,-1.5033257115823535,-1.2083568968078304,-0.3234983196103094
20240611KRY05,15,4,4,5.0,4.0,47.0,2,1,-0.1299395598876042,-0.9056189620081844,-0.52787489213502,-0.871827686161442,0.3015340001245978
20240611KRY06,15,5,4,4.0,3.0,47.0,0,1,1.2047503151858223,1.2312361707410184,2.026721182422541,-1.1031017112149315,-1.6390251702679537
20240611KRY07,15,6,5,4.0,3.0,47.0,1,1,1.1056086855983724,0.9184780992828976,-0.6567906639669895,-1.6621974654169946,0.7998850909250073
20240611KRY08,15,7,5,4.0,3.0,47.0,0,1,1.6765539613538152,1.109888422741828,0.6395464852182283,0.859156857564719,-1.020000308923891
20240611KRY09,15,8,5,3.0,2.0,47.0,1,1,1.432245582424824,1.192063672396825,-0.7226159037213554,-0.4876844044454745,0.0936585811581846
20240611KRY10,15,9,5,4.0,3.0,47.0,2,1,-1.7919432603500989,-0.1840121119130054,0.0618722555453338,-0.7335937021332833,-0.9821465634751788
20240611KRY11,15,10,6,2.0,1.0,47.0,0,1,0.8768675129281704,0.7124324579175451,0.4079829404348223,1.8822185163573868,-1.6218615177038571
20240611KRY12,15,11,6,2.0,1.0,47.0,0,1,-0.2204628730446757,-1.9960936492404089,0.0303810443153165,-0.4526819343401199,-1.556329390637195
20240612FKO01,19,0,1,2.0,2.0,50.0,1,1,1.095244164037266,1.0269375623158108,0.1533832362518857,0.6010070181265368,-0.9778919684055222
20240612FKO02,19,1,1,2.0,2.0,50.0,2,1,0.1945699104263263,0.6630989699791818,0.563011722857347,0.9567825997902122,0.2041241452319063
20240612FKO03,19,2,1,2.0,2.0,50.0,2,0,-0.5965382251034386,0.7739238535528487,-0.0052090761982689,-1.279263678190257,-0.885614885540082
20240612FKO04,19,3,1,2.0,2.0,50.0,2,1,-0.0771099600956062,-0.0122706314301154,0.3087159854413653,-0.4739040968022975,-1.5703015616548142
20240612FKO05,19,4,1,2.0,2.0,50.0,2,1,-0.3962866390418841,-0.1789888155780963,0.3258640111243087,0.0872206403544142,-1.4598864464670642
20240612FKO06,19,5,1,2.0,2.0,50.0,2,1,-1.188182375009042,-0.3733674933609639,0.5379411618519881,1.0609639387564271,-1.318015774589962
20240612FKO07,19,6,1,2.0,2.0,50.0,2,0,0.251629344415107,0.1005752719526612,-0.5628446680283231,-1.580565557608382,0.4293783666079501
20240612FKO08,19,7,1,2.0,2.0,50.0,1,1,0.9626318906424371,0.8543734211022278,0.178740820204882,-1.6767803563644363,-1.0917134657869756
20240612FKO09,19,8,1,2.0,2.0,50.0,1,1,0.4135219570181175,0.8893287459304476,-0.0390707603118299,1.4309023350381354,0.0
20240612FKO10,19,9,1,2.0,2.0,50.0,1,1,-0.0425086471383312,0.500269578007334,-0.7036311220478285,-0.9384310536415276,0.0719443078836296
20240612FKO11,19,10,1,2.0,2.0,50.0,0,1,0.6963596021633006,0.6932922342089803,-0.178232237102164,-0.3145743716799001,-0.2663118206456228
20240612FKO12,19,11,0,2.0,2.0,50.0,0,1,1.168751477325755,1.7910482060806656,0.2064619514960445,-0.8839362785730359,-0.3535533905933034
20240612TKY01,13,0,8,2.0,2.0,45.0,1,1,0.9687369300002648,0.7825684373285243,0.9375148061251825,-1.8312718593543764,-1.008995683418241
20240612TKY02,13,1,8,2.0,2.0,45.0,0,1,0.7321626408535398,-1.981403495843318,-1.0187376145278095,0.1634996708997333,-0.4188539082916866
20240612TKY03,13,2,8,2.0,2.0,45.0,2,1,0.3415520759679449,-1.452900013061563,-1.4575075214878388,-1.471526299979431,-1.1283549750214044
20240612TKY04,13,3,2,3.0,3.0,45.0,1,1,1.6929335933308745,1.087901364549256,1.06276051025015,-1.001420866064895,-1.081350630720946
20240612TKY05,13,4,8,3.0,3.0,45.0,2,1,-0.6491989904645707,0.0611147071081216,0.235072157792584,-0.1297470419533279,-0.7015169165829025
20240612TKY06,13,5,2,3.0,3.0,45.0,2,0,-0.965381874647568,-0.254310917626763,0.1789171771940052,-0.0596606697888111,0.2938169502971245
20240612TKY07,13,6,2,3.0,3.0,45.0,2,1,-0.5609294993523312,-0.090874047593123,0.5349923644611361,0.8847129519349649,0.4784333039445643
20240612TKY08,13,7,2,3.0,3.0,45.0,2,0,-0.3340765523905302,0.3289745137480566,-0.898035734223869,-0.4346060202632965,-0.4161251892882507
20240612TKY09,13,8,2,4.0,4.0,45.0,2,1,-0.2670217763481113,0.738587342291339,-0.6280168101867937,-1.8171380274450024,0.932504808240298
20240612TKY10,13,9,8,3.0,3.0,45.0,2,1,-1.3294445998092157,-0.8337713457081021,1.1958090011611429,-0.3062191457656175,1.492405014489278
20240612TKY12,13,11,1,2.0,2.0,45.0,0,1,1.6171383055285034,0.7423608750428848,-1.2055532115967773,1.3872929711192843,-1.3255293706477254
20240612MYJ01,9,0,4,2.0,2.0,40.0,0,1,1.386820557029129,0.2496746724130312,1.909141476151269,-0.5360296323025592,-0.4276994613841176
20240612MYJ02,9,1,0,1.0,1.0,40.0,0,0,-0.2570420925390965,0.2326123003833842,-0.9498201714293638,-1.379916269427342,1.0833784750435635
20240612MYJ03,9,2,4,1.0,1.0,40.0,0,1,0.7175042438231473,1.2401966229132102,-1.093575117047395,-1.3268741870078604,1.105669132298858
20240612MYJ04,9,3,4,3.0,3.0,40.0,0,1,-0.2109152726788057,-0.7812436172871869,-0.7909284873297824,-0.0454182443396458,-0.5504818825632253
20240612MYJ05,9,4,0,2.0,2.0,40.0,0,1,0.6655522912507575,0.5502534959293406,-0.3853941363336947,0.0117480910181534,1.2601295604763612
20240612MYJ06,9,5,1,2.0,2.0,40.0,0,1,0.3714931713681581,-0.9656618025838108,0.550407510602211,0.4166802736337344,-0.037113480951266
20240612MYJ07,9,6,1,4.0,4.0,40.0,0,1,-0.3309347280126374,0.2698192816017224,0.3658052193954074,-1.0815173437646723,-1.4533448390255284
20240612MYJ08,9,7,1,4.0,4.0,40.0,0,1,-0.927626896629407,0.2417028375361127,-0.7255081927066706,-0.5320417190406821,1.628959413837512
20240612MYJ09,9,8,1,4.0,4.0,40.0,0,1,-0.6756291900834098,1.3168230518926278,1.135722446982338,-0.445414570254489,-1.5071514112205662
20240612MYJ10,9,9,1,5.0,5.0,40.0,0,0,-0.2327293374612005,0.3037945761000574,-0.5674420579663034,-0.2208479669480677,-0.9128709291752944
20240612MYJ11,9,10,1,5.0,5.0,40.0,0,1,-0.212812220982309,0.3432156807779095,0.2178321697458991,-0.8250453244918325,0.9680365087282656
20240612MYJ12,9,11,1,4.0,4.0,40.0,0,1,1.3293961924335265,0.9397201644849964,1.2295234973765972,0.2541485916582829,-1.1415741278435243
20240612MRG01,3,0,3,3.0,3.0,42.0,2,1,1.5135653798346884,0.9346624292653732,-0.9142055363314808,0.1876262799522608,-1.2780193008453742
